product_name,price_of_the_product,properties,star_ratings,no_of_ratings,no_of_reviews
KENT CRYSTAL STAR 11 L RO + UV + UF + TDS Water Purifier,"₹19,500","['Electrical & Storage', 'RO + UV + UF + TDS', '11 L Capacity', '1 Year Warranty']",none,none,none
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
Aquaguard Reviva-50 8 L RO Water Purifier,"₹11,190","['Electrical & Storage', 'RO', '8 L Capacity', '1 Year Manifacturer Warranty']",3,12,3
Aqua fesh RO UV UF TDS Mineral Cartage RO + UV + UF + TDS Water Purifier 16 L RO + UV + UF + TDS Water...,"₹7,590","['Electrical & Storage', 'RO + UV + UF + TDS', '16 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation RS 350/ to 450 All service will chargeable""]",none,none,none
Aqua Swift Model 15 L RO + UV + UF + TDS Water Purifier,"₹4,999","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",4,25,3
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
Grand plus NEW 15 L RO + UV + UF + TDS Water Purifier,"₹5,799","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months']",none,none,none
Blue Star ICONIA 7 L RO + UV + UF + AMI Water Purifier,"₹13,599","['Electrical & Storage', 'RO + UV + UF + AMI', '7 L Capacity', 'Consumables and Plastics no warranty, RO Membrane gets clogged within the first year and/or if the filters get clogged within the first six months, they shall be cleaned/repaired/replaced at no extra charge.']",none,none,none
water solution nyc white COPPER RO+UV+TDS 15L 15 L RO + UV + UF + TDS Water Purifier,"₹5,849","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY  ON ELECTRONIC PARTS']",none,none,none
Hindware Calisto RO + UV + UF 7 L RO + UV + UF Water Purifier,"₹7,499","['Electrical & Storage', 'RO + UV + UF', '7 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation ( 6 Months for All Filters + 1 Year for R.O Membrane).']",4,"19,851","4,290"
